compressed_query_seconds,compressed_storage_bytes,compressed_total_seconds,dense_query_seconds,dense_storage_bytes,dense_total_seconds,family,identity_error,instance,n,options,query_speedup,repeats,seed,storage_ratio,theta_count,total_speedup
0.008752540976274759,44752,0.014085458009503782,0.002009916992392391,117056,0.07971595801063813,dense_frontier,4.511093720793724e-09,dense_frontier_n90_m6_g9_s21,90,540,0.22963811284524238,5,21,2.615659635323561,26,5.659450900130613
0.00886766702751629,44752,0.014100707980105653,0.001992125005926937,117056,0.07978704199194908,dense_frontier,4.532921593636274e-09,dense_frontier_n90_m6_g9_s22,90,540,0.22465040689342428,5,22,2.615659635323561,26,5.658371345929487
0.008761749981204048,44752,0.014015500026289374,0.002002459019422531,117056,0.07954112501465715,dense_frontier,4.496541805565357e-09,dense_frontier_n90_m6_g9_s23,90,540,0.22854555582141267,5,23,2.615659635323561,26,5.6752256334386235
0.01694108301308006,88672,0.027244915982009843,0.004030624986626208,233696,0.15664220898179337,dense_frontier,1.7811544239521027e-08,dense_frontier_n180_m6_g13_s21,180,1080,0.2379201485238103,5,21,2.635510645976182,26,5.749410608761876
0.01675533299567178,88672,0.02706145800766535,0.003936458000680432,233696,0.1562758749932982,dense_frontier,1.7782440409064293e-08,dense_frontier_n180_m6_g13_s22,180,1080,0.23493761667985313,5,22,2.635510645976182,26,5.774850525386768
0.016968665993772447,88672,0.027283540985081345,0.003975832980358973,233696,0.15679158398415893,dense_frontier,1.7724232748150826e-08,dense_frontier_n180_m6_g13_s23,180,1080,0.23430439268579606,5,23,2.635510645976182,26,5.746746145226995
0.03312149998964742,176512,0.05321650000405498,0.007805708009982482,466976,0.3115752080047969,dense_frontier,7.03730620443821e-08,dense_frontier_n360_m6_g18_s21,360,2160,0.23566891633598308,5,21,2.6455765047135604,26,5.854860954423074
0.033244791004108265,176512,0.05354400002397597,0.007722874986939132,466976,0.31240991697995923,dense_frontier,7.066410034894943e-08,dense_frontier_n360_m6_g18_s22,360,2160,0.23230330989251124,5,22,2.6455765047135604,26,5.834639116242121
0.033050957979867235,176512,0.053498458000831306,0.00784725000266917,466976,0.31105004201526754,dense_frontier,7.136259227991104e-08,dense_frontier_n360_m6_g18_s23,360,2160,0.23742882150191438,5,23,2.6455765047135604,26,5.814187055829425
0.06592733398429118,352192,0.10612820798996836,0.01563487501698546,933536,0.6307256669970229,dense_frontier,2.8510112315416336e-07,dense_frontier_n720_m6_g26_s21,720,4320,0.23715315138802454,5,21,2.65064510267127,26,5.943053962209948
0.06588199999532662,352192,0.10626595900976099,0.015674499998567626,933536,0.6269654580100905,dense_frontier,2.8248177841305733e-07,dense_frontier_n720_m6_g26_s22,720,4320,0.2379177924118804,5,22,2.65064510267127,26,5.899965180312361
0.06592175000696443,352192,0.10637349999160506,0.015664833976188675,933536,0.6317408340109978,dense_frontier,2.8312206268310547e-07,dense_frontier_n720_m6_g26_s23,720,4320,0.23762770215495999,5,23,2.65064510267127,26,5.938892995537934
0.008643041015602648,44680,0.013974957983009517,0.0019514159939717501,104048,0.07132408299366944,correlated_risk,6.693881005048752e-09,correlated_risk_n90_m6_g9_s21,90,540,0.22577886538418618,5,21,2.3287376902417187,23,5.103706435495826
0.008368834009161219,44632,0.013852374977432191,0.0019553749880287796,95376,0.06556041701696813,correlated_risk,6.693881005048752e-09,correlated_risk_n90_m6_g9_s22,90,540,0.23364963218152782,5,22,2.1369421043197705,21,4.732792544511456
0.008759249991271645,44680,0.014036624983418733,0.0019380839949008077,104048,0.07128991599893197,correlated_risk,6.737536750733852e-09,correlated_risk_n90_m6_g9_s23,90,540,0.22126140900557192,5,23,2.3287376902417187,23,5.0788502281100865
0.017383208993123844,88648,0.028240125015145168,0.003930958977434784,225040,0.1544114999996964,correlated_risk,2.6921043172478676e-08,correlated_risk_n180_m6_g13_s21,180,1080,0.22613540336480603,5,21,2.5385795505820776,25,5.4678051147750075
0.01699916599318385,88624,0.027659084007609636,0.003991084027802572,216384,0.14844162500230595,correlated_risk,2.663000486791134e-08,correlated_risk_n180_m6_g13_s22,180,1080,0.23478116687623823,5,22,2.4415959559487272,24,5.366830837979534
0.01695324998581782,88648,0.02732100000139326,0.003892833017744124,225040,0.15235733398003504,correlated_risk,2.6833731681108475e-08,correlated_risk_n180_m6_g13_s23,180,1080,0.2296216372082438,5,23,2.5385795505820776,25,5.576565058828939
0.03353870799764991,176488,0.0538905420107767,0.007836875010980293,449680,0.3026574579998851,correlated_risk,1.0739313438534737e-07,correlated_risk_n360_m6_g18_s21,360,2160,0.23366657450040804,5,21,2.547935270386655,25,5.616151679071283
0.03316033401642926,176512,0.05357645798358135,0.007911333028459921,466976,0.3132506250112783,correlated_risk,1.0593794286251068e-07,correlated_risk_n360_m6_g18_s22,360,2160,0.23857820685823786,5,22,2.6455765047135604,26,5.846796089194154
0.03336458301055245,176512,0.053684292011894286,0.0077621669915970415,466976,0.31351183299557306,correlated_risk,1.0710209608078003e-07,correlated_risk_n360_m6_g18_s23,360,2160,0.23264690552679906,5,23,2.6455765047135604,26,5.839917436670515
0.06574516699765809,352192,0.10599662500317208,0.01569437500438653,933536,0.6303146249847487,correlated_risk,4.2747706174850464e-07,correlated_risk_n720_m6_g26_s21,720,4320,0.23871526563991508,5,21,2.65064510267127,26,5.946553722497161
0.06613150000339374,352192,0.10636016601347364,0.015595625009154901,933536,0.6305616669997107,correlated_risk,4.2212195694446564e-07,correlated_risk_n720_m6_g26_s22,720,4320,0.23582748022280703,5,22,2.65064510267127,26,5.928550985148251
0.06573758399463259,352192,0.10616179098724388,0.015480999980354682,933536,0.630442541994853,correlated_risk,4.2514875531196594e-07,correlated_risk_n720_m6_g26_s23,720,4320,0.23549694162199042,5,23,2.65064510267127,26,5.938507029055352
0.008540416980395094,44752,0.013762583985226229,0.0020075000065844506,117056,0.08114399999612942,near_tie,4.954927135258913e-09,near_tie_n90_m6_g9_s21,90,540,0.23505878122728152,5,21,2.615659635323561,26,5.895985818014653
