adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_all_interval_bounds_certified,compressed_interval_bound_evaluations,compressed_maximum_oracle_optimality_gap,compressed_maximum_scaled_oracle_optimality_gap,compressed_multiplier_evaluations,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
1.0730935244861453,8,49548,617712,0.0,9038.334587804695,0.38705870797275566,6265,4,exact,12,0.46153846153846156,True,7,8.141205216816161e-05,9.170150412823591e-09,322,1.2650588809968172e-13,9029.819580625643,0.36069429098279215,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s11,6,360,5,11,26
1.0825906435304227,8,49548,617712,0.0,9026.788731911412,0.38997666601790115,6292,4,exact,12,0.46153846153846156,True,7,8.159830395015888e-05,9.198344269084217e-09,322,8.211273062971351e-13,9018.218983892411,0.3602254170109518,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s12,6,360,5,12,26
1.0812016066574186,8,49538,617592,1.0071585768302303e-15,9039.474023286311,0.38746895801159553,6219,4,tolerance,12,0.46153846153846156,True,7,8.115648051898461e-05,9.124245462604228e-09,322,1.5892962342381034e-13,9030.302900616414,0.3583688329963479,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s13,6,360,5,13,26
1.069415309099561,8,49538,617592,8.067867938836103e-16,9027.69631552296,0.38809108300483786,6379,4,tolerance,12,0.46153846153846156,True,7,8.139929195749573e-05,9.167118867482546e-09,322,4.437327366359857e-14,9018.439158082454,0.36290024998015724,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s14,6,360,5,14,26
1.078243908001535,8,49544,617664,0.0,9050.225781487485,0.3998931249952875,6487,4,exact,12,0.46153846153846156,True,7,8.083475950115826e-05,9.0869647055889e-09,322,8.11000987965143e-13,9041.106477683403,0.37087445802171715,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s15,6,360,5,15,26
1.1199504257916686,8,99082,1235160,2.006645490735623e-16,18141.25165573289,0.8205412919924129,13028,4,tolerance,12,0.46153846153846156,True,7,0.00016229016546276398,9.122874659535666e-09,322,2.0588182734947493e-13,18129.65381223767,0.7326585830014665,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s11,6,720,5,11,26
3.637177624139711,7,87994,1096332,1.0044915169898279e-15,18120.245684641603,0.7973328329971991,11604,3,tolerance,12,0.46153846153846156,True,1,0.00016229598986683413,8.962391135698809e-09,46,4.580481317473615e-14,18108.55913444573,0.21921745798317716,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s12,6,720,5,12,26
3.7903240863605125,8,99084,1235184,0.0,18117.54301419809,0.82348470800207,13156,4,exact,12,0.46153846153846156,True,1,0.0001631790910323616,9.0126398980714e-09,46,4.969031966066874e-13,18105.582035656393,0.21725970899569802,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s13,6,720,5,13,26
3.7947300298600726,8,99076,1235088,0.0,18122.728441488915,0.8254013750120066,13043,4,exact,12,0.46153846153846156,True,1,0.00016220407633227296,8.955645234233543e-09,46,1.1147776805606462e-13,18111.93633622703,0.21751254200353287,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s14,6,720,5,14,26
3.7435791705583927,8,99074,1235064,0.0,18124.2966667945,0.8283115000231192,13237,4,exact,12,0.46153846153846156,True,1,0.0001619278482394293,8.94011967495184e-09,46,7.913674335823143e-14,18112.492240245272,0.22126191601273604,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s15,6,720,5,15,26
