family,groups,seed,repeat,order_index,method,status,certified,objective,upper_bound,relative_gap,seconds,nodes,theta_integer_solves,interval_bound_evaluations,interval_splits,thresholds_covered_by_prunes
dense_frontier,30,2,0,0,envelope,optimal,True,729.9722532955037,729.9722532955037,0.0,1.6330206660204567,181,8,18,9,20
dense_frontier,30,2,0,1,clique,optimal,True,729.9722532955037,729.9722532955037,0.0,0.907749292004155,181,8,18,9,20
dense_frontier,30,2,0,2,enumeration,optimal,True,729.9722532955037,729.9722532955037,0.0,0.8766917499888223,181,4,0,0,21
dense_frontier,30,2,0,3,scip,optimal,True,729.9722532955037,729.9722532955037,0.0,0.15890345798106864,0,0,0,0,0
dense_frontier,30,2,1,0,clique,optimal,True,729.9722532955037,729.9722532955037,0.0,0.8435572079906706,181,8,18,9,20
dense_frontier,30,2,1,1,enumeration,optimal,True,729.9722532955037,729.9722532955037,0.0,0.869412416999694,181,4,0,0,21
dense_frontier,30,2,1,2,scip,optimal,True,729.9722532955037,729.9722532955037,0.0,0.15771833300823346,0,0,0,0,0
dense_frontier,30,2,1,3,envelope,optimal,True,729.9722532955037,729.9722532955037,0.0,1.6378410829929635,181,8,18,9,20
correlated_risk,30,0,0,0,enumeration,time_limit,False,624.0644169778986,625.5681539979329,0.0024037940717154945,5.001643958006753,1214,0,0,0,0
correlated_risk,30,0,0,1,scip,optimal,True,625.3359259271575,625.3359259271575,0.0,4.315767249994678,11491,0,0,0,0
correlated_risk,30,0,0,2,envelope,time_limit,False,623.6122954877949,626.9627545725865,0.005372663606914398,5.003709542012075,1198,2,1,0,0
correlated_risk,30,0,0,3,clique,time_limit,False,623.6122954877949,635.8158509445426,0.019569138621941373,5.001727416005451,1168,2,1,0,0
correlated_risk,30,0,1,0,scip,optimal,True,625.3359259271575,625.3359259271575,0.0,4.380911707994528,11491,0,0,0,0
correlated_risk,30,0,1,1,envelope,time_limit,False,623.6122954877949,626.9627545725865,0.005372663606914398,5.00248433300294,1168,2,1,0,0
correlated_risk,30,0,1,2,clique,time_limit,False,623.6122954877949,635.8158509445426,0.019569138621941373,5.003611209016526,958,2,1,0,0
correlated_risk,30,0,1,3,enumeration,time_limit,False,624.0644169778986,625.568004993124,0.0024035564530539657,5.004136292001931,1215,0,0,0,0
correlated_risk,30,1,0,0,scip,optimal,True,631.8331448419336,631.8331448419337,0.0,0.6762730829941574,75,0,0,0,0
correlated_risk,30,1,0,1,envelope,optimal,True,631.8331448419336,631.8331448419336,0.0,4.599867792014265,1170,4,9,4,15
correlated_risk,30,1,0,2,clique,optimal,True,631.8331448419336,631.8331448419336,0.0,4.353826166014187,1170,4,11,5,15
correlated_risk,30,1,0,3,enumeration,optimal,True,631.8331448419336,631.8331448419336,0.0,0.7453922910208348,166,1,0,0,15
correlated_risk,30,1,1,0,envelope,optimal,True,631.8331448419336,631.8331448419336,0.0,4.611734042002354,1170,4,9,4,15
correlated_risk,30,1,1,1,clique,optimal,True,631.8331448419336,631.8331448419336,0.0,4.364957457990386,1170,4,11,5,15
correlated_risk,30,1,1,2,enumeration,optimal,True,631.8331448419336,631.8331448419336,0.0,0.7964902919775341,166,1,0,0,15
correlated_risk,30,1,1,3,scip,optimal,True,631.8331448419336,631.8331448419337,0.0,0.6794879169901833,75,0,0,0,0
correlated_risk,30,2,0,0,envelope,time_limit,False,628.3054581572769,630.9108600161392,0.004146712120731043,5.005137583008036,1349,2,1,0,0
correlated_risk,30,2,0,1,clique,time_limit,False,628.3054581572769,639.4398787527186,0.01772134946606586,5.003382875001989,1351,2,1,0,0
correlated_risk,30,2,0,2,enumeration,time_limit,False,628.3054581572769,629.7349431289415,0.0022699788018145342,5.001348624995444,1362,0,0,0,0
correlated_risk,30,2,0,3,scip,optimal,True,629.6610215931211,629.6610215931211,0.0,1.3300578329944983,1334,0,0,0,0
correlated_risk,30,2,1,0,clique,time_limit,False,628.3054581572769,639.4398787527186,0.01772134946606586,5.0033050830243155,1391,2,1,0,0
correlated_risk,30,2,1,1,enumeration,time_limit,False,628.3054581572769,629.7340653221925,0.002268588033560842,5.002153083012672,1369,0,0,0,0
