adaptive_speedup,clique_interval_lp_evaluations,clique_interval_matrix_nnz,clique_interval_matrix_storage_bytes,clique_relative_gap,clique_root_bound,clique_seconds,clique_solver_iterations,clique_splits,clique_status,clique_theta_evaluations,clique_theta_fraction,compressed_all_interval_bounds_certified,compressed_interval_bound_evaluations,compressed_maximum_oracle_optimality_gap,compressed_maximum_scaled_oracle_optimality_gap,compressed_multiplier_evaluations,compressed_relative_gap,compressed_root_bound,compressed_seconds,compressed_splits,compressed_status,compressed_theta_evaluations,compressed_theta_fraction,configuration,family,final_lower_bound_relative_difference,gamma,instance,menu_size,n,repeats,seed,theta_count
1.471568919742893,8,49548,617712,1.4100974788181105e-15,9038.334587804695,0.27419737505260855,6265,4,tolerance,12,0.46153846153846156,True,7,8.058234197960701e-05,9.076692968449472e-09,329,6.369611754318379e-13,9029.819580630237,0.18632995802909136,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s11,6,360,5,11,26
1.4590198196791446,8,49548,617712,4.0340324554022882e-16,9026.788731911412,0.27220841601956636,6292,4,tolerance,12,0.46153846153846156,True,7,8.08541171863908e-05,9.114454704488016e-09,329,2.884333205612636e-13,9018.2189838876,0.18656937510240823,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s12,6,360,5,12,26
1.4484295051208538,8,49538,617592,3.0214757304906966e-15,9039.474023286311,0.27004133397713304,6219,4,tolerance,12,0.46153846153846156,True,7,8.028040429053362e-05,9.025750078614566e-09,329,2.4353094387755016e-13,9030.30290061716,0.1864373330026865,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s13,6,360,5,13,26
1.4666799345233168,8,49538,617592,1.210180190825416e-15,9027.69631552296,0.27227195794694126,6379,4,tolerance,12,0.46153846153846156,True,7,8.061681546678301e-05,9.0789970068806e-09,329,4.033933969418053e-16,9018.439158082054,0.18563829199410975,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s14,6,360,5,14,26
1.4874964037406107,8,49544,617664,2.2131011827379293e-15,9050.225781487485,0.2745848329504952,6487,4,tolerance,12,0.46153846153846156,True,7,7.993280451046303e-05,8.985572151443832e-09,329,9.79800250903065e-14,9041.106477676936,0.18459529196843505,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,18,dense_frontier_n360_m6_g18_s15,6,360,5,15,26
1.6847236642507684,8,99082,1235160,4.414620079618389e-15,18141.25165573289,0.6037840419448912,13028,4,tolerance,12,0.46153846153846156,True,7,0.0001605756042408757,9.026493445561829e-09,329,1.400638552533471e-13,18129.6538122364,0.35838758293539286,3,tolerance,12,0.46153846153846156,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s11,6,720,5,11,26
5.8509687279793985,7,87994,1096332,5.02245758494916e-15,18120.245684641603,0.5592882499331608,11604,3,tolerance,12,0.46153846153846156,True,1,0.00016079668421298265,8.879595721512436e-09,47,7.091710109948214e-14,18108.559134446114,0.09558900003321469,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s12,6,720,5,12,26
6.301276101147086,8,99084,1235184,0.0,18117.54301419809,0.6053268329706043,13156,4,exact,12,0.46153846153846156,True,1,0.00016133763710968196,8.910933478525332e-09,47,2.815048032535269e-13,18105.582035652416,0.09606416593305767,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s13,6,720,5,13,26
6.387868087219956,8,99076,1235088,0.0,18122.728441488915,0.6122862080810592,13043,4,exact,12,0.46153846153846156,True,1,0.00016050961858127266,8.862090480089552e-09,47,1.5908178792865496e-13,18111.936336227827,0.09585141704883426,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s14,6,720,5,14,26
6.374266403140441,8,99074,1235064,0.0,18124.2966667945,0.6112910829251632,13237,4,exact,12,0.46153846153846156,True,1,0.00016011681509553455,8.840131604846947e-09,47,6.266665971514777e-14,18112.49224024496,0.09589983290061355,0,tolerance,3,0.11538461538461539,primary,dense_frontier,0.0,26,dense_frontier_n720_m6_g26_s15,6,720,5,15,26
